stargazers,openissues,closedissues,forkCount,pullRequests,commitnum,watchers,diskUsage_kb,readme_bytes,releases,projects,milestones,deployments,issuelabels,repositoryTopics,descr_len,hasUrl,hasLicense,hasWiki,hasIssue,created,updated
1,0,0,0,0,75.0,0,37,63,0,0,0,0,7,0,48,0,0,1,1,1427634154,1579526993
1,0,0,0,0,1850.0,0,59417,0,0,0,0,0,7,0,52,0,0,0,1,1427630126,1581926469
211,37,239,46,13,804.0,33,30217,0,19,3,1,81,13,0,139,1,0,1,1,1427629246,1581894925
198,2,1,42,29,106.0,10,126,23667,0,0,0,0,8,0,101,0,0,1,1,1427638665,1581864763
190,12,459,79,644,1338.0,85,6618,10731,0,0,5,0,22,0,53,1,0,0,1,1427600993,1581795857
172,89,383,19,2,2574.0,17,8080,2002,14,0,14,0,13,0,50,1,1,1,1,1427590409,1581675728
85,0,1,15,29,194.0,21,424,860,2,0,2,0,9,0,31,1,1,1,1,1427614384,1579517153
40,2,1,6,3,268.0,6,1111,0,0,0,0,0,7,0,71,0,1,1,1,1427589325,1581791825
21,23,62,35,146,763.0,11,100896,5167,1,0,0,0,10,0,71,1,1,1,1,1427623429,1579240468
19,3,0,3,2,102.0,2,147,802,13,0,0,0,7,4,33,1,1,1,1,1427591809,1580180613
18,2,3,8,13,32.0,5,37,1926,0,0,0,0,7,0,66,0,1,1,1,1427600786,1579012610
102,32,79,79,256,1355.0,25,2068,0,0,0,0,0,7,2,0,0,0,0,1,1427747007,1581109236
77,9,10,57,18,337.0,9,1838,0,4,0,2,0,10,6,23,0,0,1,1,1427726309,1579165338
52,2,3,17,34,139.0,13,66,0,0,0,0,0,7,7,51,0,0,0,1,1427743124,1581018077
16,2,3,3,1,45.0,5,337,402,0,0,0,0,7,0,44,0,1,1,1,1427659570,1581464168
13,1,0,3,6,130.0,3,169,7686,0,0,0,0,7,0,57,0,1,1,1,1427603131,1579067549
13,0,0,4,0,258.0,2,2975,4420,0,0,0,0,7,0,39,1,0,0,1,1427591623,1578520099
12,3,11,7,4,1599.0,6,3587,0,2,0,0,0,7,0,18,0,1,1,1,1427589871,1579704611
12,21,13,10,309,2047.0,19,40779,6423,0,0,11,0,7,0,184,0,1,1,1,1427640492,1581683025
11,1,0,2,1,147.0,4,14519,0,0,0,0,120,7,0,0,0,0,1,1,1427642054,1580721943
10,36,38,8,29,227.0,13,86003,877,6,0,0,0,11,6,103,0,0,1,1,1427624903,1581349447
9,32,23,6,0,2064.0,10,591485,0,0,0,0,0,13,0,228,1,1,1,1,1427643170,1581442022
6,0,0,4,0,52.0,4,825059,210,0,0,0,0,7,0,48,1,0,1,0,1427611528,1579047577
5,0,0,3,0,16.0,1,120575,1803,0,0,0,0,7,0,0,0,0,1,1,1427598287,1579146859
5,1,0,7,3,326.0,5,2812,120,0,0,0,1,7,0,44,0,0,1,1,1427618443,1579275891
7,0,1,2,5,100.0,7,10527,3614,5,0,0,0,7,4,43,1,1,1,1,1427651374,1581361314
6,2,5,7,25,351.0,7,461,2455,1,0,0,0,8,0,61,0,1,1,1,1427623102,1581886128
5,7,46,11,68,352.0,10,2901,4262,0,0,0,92,18,0,52,1,0,1,1,1427647149,1581015509
4,1,1,3,5,37.0,1,40,240,0,0,0,0,7,0,62,0,0,0,1,1427589072,1579993597
4,0,0,0,0,31.0,2,20370,7325,0,0,0,1,7,0,160,0,1,1,1,1427652644,1581466008
4,4,6,7,18,42.0,2,43,1169,0,0,0,0,7,0,35,0,0,1,1,1427658708,1578832584
3,0,1,0,0,6.0,1,5,435,0,0,0,0,7,4,41,0,1,1,1,1427626782,1581552330
2,7,31,0,16,1114.0,0,22813,336,2,0,0,10,9,3,28,1,1,0,1,1427626684,1581603646
1,0,0,2,0,317.0,16,567,0,0,0,0,0,7,0,173,0,0,0,0,1427665934,1581365158
1,0,0,0,0,29.0,1,127,9927,1,0,0,0,7,0,51,1,0,1,1,1427623755,1580508360
613,61,70,303,27,1001.0,120,101770,1520,19,0,0,0,6,3,54,0,0,1,1,1427721465,1581475774
462,40,37,167,26,172.0,45,7974,2919,3,0,0,0,7,0,30,0,0,0,1,1427757454,1581811739
1,0,0,0,2,33.0,1,2292,57790,0,0,0,0,8,0,0,1,0,1,1,1428586748,1580576903
1,0,0,1,0,35.0,1,3275,28,0,0,0,16,7,0,0,0,1,1,1,1427653680,1580874482
1,0,0,0,0,158.0,1,16494,90,0,0,0,0,7,0,0,0,0,1,1,1427599213,1580939910
1,0,5,0,223,81.0,1,2901,0,9,0,0,49,10,4,22,1,0,0,1,1427631993,1581933394
1,0,0,0,35,77.0,1,4010,448,0,0,0,0,8,2,20,1,1,0,1,1427662930,1579615962
1,0,0,0,0,18.0,1,707,67,0,0,0,0,7,0,53,0,1,1,1,1427633840,1581171110
1,0,0,0,0,135.0,1,2864,781,18,0,0,0,7,4,52,0,1,1,1,1427649522,1580039214
1,0,0,0,2,102.0,1,175,683,0,0,0,0,7,3,28,0,1,0,0,1427667782,1581949446
1859,188,427,613,210,821.0,106,3387,2933,5,0,0,0,24,0,32,0,1,1,1,1427683952,1581952688
1299,14,27,149,94,427.0,17,1208,8948,21,0,0,0,7,5,33,1,0,1,1,1427715118,1581957345
1206,91,471,400,115,4261.0,153,9295,11528,1,0,0,0,14,0,52,0,0,0,1,1427722145,1581933723
1184,9,228,200,113,389.0,73,702,12224,8,0,0,8,17,4,20,0,1,1,1,1427740394,1581961826
830,1,108,50,46,1187.0,18,1274,4553,0,0,0,0,7,3,36,1,0,1,1,1427715814,1581345232
730,16,311,165,62,1099.0,75,19063,37199,30,2,16,0,13,4,68,0,0,1,1,1427734007,1581971050
891,249,454,220,715,2372.0,110,23033,20740,29,0,23,0,34,0,46,1,1,1,1,1427750785,1581654905
801,12,19,49,43,64.0,19,134,0,6,0,0,0,7,0,38,1,1,1,1,1427700543,1581668882
775,0,0,142,184,1132.0,33,4013,1533,0,0,1,0,11,9,104,0,1,0,0,1427758984,1581558405
679,58,5,718,35,58.0,72,1639,402,0,0,0,0,7,0,24,1,0,1,1,1427713462,1581698274
654,383,1466,181,1126,5257.0,57,24889,0,33,1,22,15,43,9,99,1,1,1,1,1427749738,1581872991
373,7,0,50,5,179.0,17,1869,6197,0,0,0,0,7,0,116,0,1,1,1,1427685121,1581886499
353,8,2,112,23,97.0,32,469,2770,0,0,0,0,10,0,42,0,1,0,1,1427732642,1581931472
257,102,143,34,330,2689.0,48,342046,8165,24,8,1,309,18,4,93,1,0,1,1,1427682728,1581685194
3,0,0,2,8,95.0,20,234,2803,0,0,0,0,7,0,0,0,0,1,1,1427744755,1579815305
2,0,0,0,1,234.0,1,230,1235,0,0,0,0,7,0,9,0,0,1,1,1427725438,1579965733
2,0,1,2,0,24.0,1,6207,973,0,0,0,0,7,0,72,0,0,0,1,1427725132,1578728964
2,1,0,1,4,149.0,3,1160,1015,0,0,0,0,7,0,66,0,0,1,1,1427731355,1580608235
168,53,112,47,213,643.0,12,788,0,19,0,0,0,17,10,35,1,1,0,1,1427708384,1581512005
151,16,28,71,44,331.0,15,274,5779,7,0,0,0,7,0,68,0,1,1,1,1427734359,1581896189
141,22,28,63,70,243.0,8,268,2592,0,0,0,0,8,0,36,0,1,1,1,1427743271,1581094930
139,4,15,99,12,554.0,33,4667,267,0,0,0,129,7,0,27,1,1,1,1,1427721752,1581695020
114,8,19,13,9,79.0,135,1892,2902,4,0,1,0,7,0,0,0,1,1,1,1427716253,1581491066
88,56,82,67,97,1939.0,13,8541,8744,0,0,0,0,8,0,39,0,1,0,1,1427726921,1581900383
74,9,13,4,7,104.0,13,137,1103,5,0,0,0,7,5,46,0,1,0,1,1427709569,1581610006
69,2,12,47,17,60.0,24,2179,0,0,0,0,0,7,5,67,1,0,0,1,1427723791,1578411183
1,0,0,0,0,16.0,1,741,0,0,0,0,0,7,0,36,0,0,1,1,1427732979,1580477007
1,0,0,0,3,122.0,5,124,0,0,0,0,0,8,0,32,0,0,1,1,1427683313,1579795173
1,0,0,1,0,9.0,1,53,0,0,0,0,0,7,3,19,1,0,1,1,1427674035,1579851750
1485,36,190,142,101,1040.0,92,1530,544,2,0,0,0,11,0,41,1,0,1,1,1427812925,1581942372
62,11,44,20,23,356.0,67,1303,9599,39,0,0,0,7,0,25,0,1,0,1,1427736958,1581001911
56,0,1,7,10,25.0,2,14,720,0,0,0,0,8,0,49,0,1,1,1,1427725229,1581152563
55,29,125,11,516,2184.0,28,14129,5665,0,0,3,0,12,0,27,0,1,1,1,1427747822,1578489014
46,3,5,13,22,257.0,19,2209,283,3,0,0,0,7,0,22,0,1,1,1,1427727946,1580415063
46,3,12,11,16,172.0,10,219,7438,7,0,0,0,7,0,45,0,1,1,1,1427714299,1580809571
37,52,74,110,161,,15,8537,0,4,0,8,136,20,4,53,1,0,0,1,1427727425,1581362168
36,0,3,10,3,180.0,3,3290,1420,0,0,0,0,7,12,51,0,1,0,1,1427726464,1580994869
36,4,17,10,2,71.0,4,140,0,6,0,3,0,7,3,52,0,1,1,1,1427732777,1580744102
247,0,2,14,3,213.0,18,319,0,0,0,0,0,7,3,35,0,0,1,1,1428659488,1581965749
3,0,0,0,0,41.0,2,13,5000,0,0,0,0,7,0,49,0,0,1,1,1428646452,1581706859
3,6,1,0,0,122.0,1,731,0,4,0,0,0,7,0,0,0,0,1,1,1428749212,1577949748
1,0,0,0,0,13.0,2,7,0,0,0,0,0,7,0,39,0,0,1,1,1428779335,1581279753
31,2,1,1,0,12.0,2,16,4030,8,0,0,0,7,0,61,0,1,1,1,1427704169,1581927074
28,6,7,12,17,189.0,13,324,0,0,0,0,0,8,0,45,0,0,0,1,1427699911,1579945713
23,0,2,19,83,600.0,14,2601,1807,0,0,0,0,9,6,70,1,1,1,1,1427701848,1581566957
20,1,2,2,106,210.0,1,605,4252,7,0,0,0,10,0,122,1,1,1,1,1427731672,1581530576
19,6,42,1,2,3070.0,8,15123,12381,0,0,0,0,7,0,42,1,1,1,1,1427735173,1579205989
19,0,42,16,14,167.0,47,308,557,0,0,28,0,43,0,95,0,1,1,1,1427740614,1579542327
18,1,4,7,4,91.0,43,355,5294,17,0,0,0,7,0,26,0,1,1,1,1427718541,1578478660
15,11,26,9,24,105.0,11,114779,0,0,0,0,0,10,0,57,0,0,0,1,1427741494,1581103647
12,6,6,342,18,202.0,11,10113,2591,0,0,0,0,8,1,32,0,1,1,1,1427703573,1581483780
8,0,2,7,2,15.0,2,22597,0,0,0,0,494,7,0,29,0,0,1,1,1427723650,1581841219
7,0,2,2,3,28.0,3,99,852,1,0,0,0,7,0,27,0,0,1,1,1427749170,1580654353
5,98,302,6,175,1395.0,5,7796,0,0,1,7,0,13,0,45,1,0,1,1,1427710423,1581246145
10,0,0,24,64,118.0,80,66735,920,0,0,2,0,3,0,85,0,0,0,1,1427750861,1580943573
10,0,0,3,2,23.0,1,37,2100,0,0,0,0,7,0,0,0,1,1,1,1427720517,1581969615
9,0,1,2,1,66.0,1,686,3302,0,0,0,3,7,0,88,0,1,1,1,1427755702,1579743419
8,0,0,1,19,508.0,11,2447,2829,0,0,0,0,7,2,23,0,1,0,0,1427721603,1581950179
7,7,56,7,148,850.0,17,1173,4613,9,0,2,0,9,4,19,1,1,1,1,1427697792,1580458405
7,0,0,5,0,95.0,1,2676,0,0,0,0,0,7,0,166,0,0,1,1,1427731624,1580807787
6,2,23,4,34,1109.0,8,359337,991,0,0,2,0,7,2,38,0,1,1,1,1427682388,1580750934
6,0,0,2,2,92.0,5,927,951,0,0,0,0,7,0,57,0,1,0,0,1427736283,1580642426
1,0,0,1,0,50.0,1,23608,0,0,0,0,0,7,0,79,0,0,1,1,1427738316,1580826851
1,0,0,0,1,28.0,1,46,610,0,0,0,0,7,0,38,0,0,1,1,1427705629,1581297535
9,7,5,39,44,333.0,3,1406,245,0,0,0,44,7,2,17,0,0,0,1,1428864497,1580298777
28,0,13,23,4,7462.0,11,22898,0,0,0,0,0,7,0,0,0,0,1,1,1428916233,1581140757
4,26,270,11,402,1796.0,10,19342,1075,32,1,6,0,6,3,124,1,0,0,1,1427745984,1581886649
4,0,0,1,25,63.0,4,25,1915,0,0,0,0,8,0,65,0,1,1,1,1427702182,1580231545
4,0,0,1,0,5293.0,3,64503,0,0,0,0,0,7,0,26,0,1,1,1,1427706115,1581929254
4,0,0,4,1,114.0,2,63093,301,0,0,0,0,7,0,86,0,0,1,1,1427747880,1581521145
3,0,4,5,22,185.0,6,2297,3744,0,0,0,109,1,2,27,1,1,0,1,1427673800,1579032185
2,6,275,2,0,605.0,3,34008,66,0,0,3,0,7,0,43,0,1,1,1,1427705047,1580433652
2,3,1,55,46,1031.0,6,4164,1740,0,0,0,0,7,0,143,1,0,1,1,1427726690,1578479245
1,0,0,0,0,60.0,3,4935,641,0,0,0,0,7,0,49,0,1,1,1,1427737775,1581097435
1,0,0,1,0,172.0,1,2762,834,23,0,0,0,7,4,81,0,1,1,1,1427726800,1580038876
1,0,0,0,0,23.0,1,25,48,0,0,0,0,7,0,9,1,0,1,1,1428919633,1579157778
1969,98,470,559,410,3782.0,210,114375,5135,9,0,1,36,25,0,28,1,0,1,1,1429118567,1581708619
4,0,0,2,0,43.0,1,178,1188,0,0,0,0,7,11,12,0,0,0,1,1429060837,1581550460
841,17,43,180,42,131.0,17,536,6245,7,0,0,0,7,0,97,0,1,1,1,1427842202,1581533967
824,0,0,514,742,2079.0,169,5309,2700,4,0,0,0,7,0,50,1,0,0,0,1427797578,1581947508
786,76,262,74,367,3426.0,34,5756,3340,39,0,11,13,11,10,62,1,1,1,1,1427839352,1581941030
686,166,736,175,72,658.0,56,13533,1771,15,1,23,0,12,14,145,0,1,1,1,1427798313,1581947167
417,2,41,128,31,69.0,47,75,11630,5,0,0,0,7,0,65,0,0,1,1,1427815089,1581671646
350,29,2,92,10,18.0,14,39,440,0,0,0,0,7,0,56,0,1,1,1,1427811755,1581880890
303,29,15,64,10,249.0,31,4673,3410,0,0,2,0,10,10,62,1,0,1,1,1427768306,1581582587
286,3,16,120,11,60.0,36,59,3953,0,0,0,0,7,0,29,0,0,1,1,1427787181,1581827172
234,0,48,61,64,157.0,19,144,8110,6,0,7,0,8,0,41,0,1,1,1,1427829098,1581196447
232,6,34,74,19,386.0,41,416,5428,0,0,1,0,18,7,56,0,1,1,1,1427801355,1581956294
197,45,69,42,64,450.0,19,1254,6532,3,0,4,0,11,3,24,0,0,1,1,1427827344,1580478413
89,18,17,67,19,65.0,16,91,453,0,0,0,0,11,0,52,0,0,0,1,1427826351,1580220997
228,44,83,132,78,210.0,28,353,2440,8,0,0,0,12,0,30,0,1,0,1,1427826011,1581622403
225,9,30,24,98,314.0,8,392,1788,0,0,0,0,7,0,28,0,1,1,1,1427843217,1580695886
197,8,16,22,18,325.0,6,363,0,0,0,0,0,7,0,43,0,1,0,1,1427840952,1581651361
184,1,12,19,23,69.0,4,1149,2389,4,0,0,0,9,0,30,0,1,0,1,1427846300,1579501264
167,10,27,51,9,99.0,13,51,6200,2,0,0,0,7,0,54,0,1,1,1,1427771607,1579811429
158,1,41,33,25,5576.0,26,21156,4229,0,0,2,0,12,6,48,1,1,0,1,1427803298,1581939491
156,0,0,73,3,495.0,36,73422,1069,2,0,0,330,7,0,37,1,0,0,0,1427812299,1581961037
155,21,2052,76,9631,12331.0,129,329382,6770,1121,1,132,51780,115,0,19,0,1,0,1,1427826845,1581973561
11,3,0,7,283,1392.0,11,41757,76,78,0,0,5,9,0,32,0,0,1,1,1429143784,1581082966
30,6,9,75,95,217.0,10,619,976,0,0,1,0,5,0,40,0,0,0,1,1429297772,1580248186
5,49,86,2,258,874.0,33,1695,3870,58,6,9,0,17,0,0,0,0,1,1,1429365411,1581669426
6,0,0,33,43,86.0,4,46,1086,0,0,0,0,7,0,52,0,0,0,1,1429480260,1581691193
128,3,16,19,31,103.0,6,1293,4413,19,0,2,0,7,5,51,0,1,0,1,1427785145,1581493250
128,14,23,42,0,20.0,28,220,357,0,0,0,0,7,0,110,0,0,1,1,1427819143,1581499647
119,0,0,25,14,15577.0,25,40780,0,0,0,0,0,11,4,24,1,1,0,0,1427803288,1581934027
73,35,22,110,50,107.0,16,199,1678,0,0,0,0,7,2,57,1,1,1,1,1427833985,1580721893
66,9,83,41,61,1780.0,14,31777,4642,3,0,2,75,7,3,47,1,1,0,1,1427830819,1581635453
62,46,299,67,655,22622.0,19,152945,3969,15,0,15,3,16,0,58,1,0,1,1,1427783272,1581583180
46,20,197,13,90,1544.0,11,178665,0,11,0,6,0,8,0,36,1,1,1,1,1427806600,1581604129
46,8,2,34,7,37.0,12,23123,1772,0,0,0,0,7,0,49,0,0,1,1,1427787027,1577944980
43,4,17,2,17,523.0,4,1001,7152,0,0,0,0,8,6,79,1,1,1,1,1427841863,1580577032
13,2,153,14,50,4607.0,7,20311,2820,0,0,0,141,20,0,21,0,0,1,1,1429549047,1580398707
18,0,2,6,6,90.0,2,280,11641,7,0,0,0,7,0,53,0,0,1,1,1429584645,1581302912
1,0,0,0,0,2.0,1,0,0,0,0,0,0,7,0,0,0,0,1,1,1429596518,1580561172
115,0,0,59,13,266.0,12,1333,0,0,0,0,0,9,0,35,1,0,0,0,1429796132,1580150427
36,3,9,11,1,29.0,4,167,9543,0,0,0,0,7,0,196,0,0,1,1,1427823437,1578019461
32,0,0,11,2,133.0,3,6456,6882,0,0,0,23,7,0,74,0,1,1,1,1427815389,1581596945
32,3,13,17,10,295.0,5,3223,1377,4,0,0,0,7,0,42,0,1,1,1,1427837651,1580330694
30,57,74,26,141,988.0,12,1955,5502,26,0,0,0,8,0,86,0,1,1,1,1427793919,1581536445
26,2,1,1,1,3.0,3,968,1948,1,0,0,0,7,3,234,1,1,1,1,1427836421,1581847835
24,140,182,34,667,2186.0,11,5420,0,0,0,1,0,8,0,48,1,0,1,1,1427806641,1581330514
23,4,36,24,24,175.0,3,278,2042,0,0,0,0,8,0,0,0,0,1,1,1427808648,1579177590
23,3,14,7,45,218.0,67,649,9976,26,0,0,0,7,0,26,0,1,0,1,1427795572,1581581469
22,0,0,21,1,31.0,6,34363,1475,0,0,0,0,7,0,44,0,0,1,1,1427786077,1577945074
12,0,0,3,1,3572.0,18,10171,0,0,0,0,0,7,0,28,1,0,0,0,1427804982,1581716631
11,32,13,5,0,3.0,21,15522,536,6,0,0,0,12,0,55,0,0,1,1,1427838008,1579926785
9,0,0,7,3,1.0,8,210372,0,0,0,0,79,8,0,28,0,0,1,1,1427836232,1581310088
5,0,0,1,0,78.0,4,89079,0,0,0,0,0,7,0,0,0,0,1,1,1427805222,1579040998
20,2,6,10,0,97.0,6,10889,534,3,0,0,10,7,0,99,0,0,1,1,1427788342,1579536001
18,9,56,8,49,1257.0,11,22018,1462,0,0,1,0,8,0,84,0,1,1,1,1427766188,1581522163
16,0,0,22,25,315.0,42,10863,7819,6,0,0,0,13,0,32,0,1,1,0,1427827991,1579912934
15,0,1,3,2,27.0,4,34,1620,0,0,0,0,7,4,38,0,1,1,1,1427812950,1581939038
14,7,55,10,29,100.0,5,220,4444,0,0,0,0,7,0,49,0,1,1,1,1427834829,1581706128
14,8,69,8,1,1478.0,26,8298,7304,0,0,0,0,8,0,29,0,1,0,1,1427813557,1579267719
13,56,68,6,4,370.0,22,21833,0,0,0,0,0,24,0,153,1,0,1,1,1427827741,1580829591
10,0,3,4,1,583.0,7,13133,4259,0,0,0,22,10,0,64,1,1,1,1,1427825868,1581926211
9,1,5,15,2,47.0,2,616,4738,9,0,0,0,7,0,38,0,1,0,1,1427818235,1581411365
1,1,0,0,0,88.0,0,61,402,0,0,0,0,7,0,23,0,0,1,1,1429757411,1579898478
6,7,8,24,24,236.0,14,349,1176,1,0,0,0,7,1,28,0,0,1,1,1429910465,1580058161
9,0,8,22,74,165.0,28,168,0,0,0,3,0,17,0,61,0,1,0,1,1427826607,1580780993
9,0,4,6,8,48.0,19,44,3441,4,0,1,0,7,0,55,0,1,1,1,1427793791,1579763296
9,2,0,10,28,940.0,17,6726,1570,22,0,0,0,7,0,52,1,0,1,1,1427813995,1581020220
8,0,0,2,0,9.0,6,24,749,0,0,0,0,7,0,38,0,1,1,1,1427831148,1578999364
7,1,2,2,0,330.0,2,22947,2319,0,0,2,0,7,0,7,0,1,1,1,1427838068,1581905407
7,0,0,12,2,309.0,5,275,80,0,0,0,0,8,0,26,0,1,1,1,1427800111,1578138658
6,0,0,0,8,2231.0,1,31257,0,0,0,0,0,7,0,44,1,1,0,0,1427801215,1580194758
5,0,0,2,0,19290.0,2,158710,7311,0,0,0,0,7,0,48,1,0,1,0,1427780622,1580494316
5,0,4,4,29,204.0,1,302,1699,2,0,1,0,13,1,52,0,1,1,1,1427762763,1579862813
5246,5,38,180,40,165.0,158,159,21657,0,0,0,0,9,16,66,0,0,1,1,1430160649,1581928107
62,0,0,28,11,193.0,23,139765,11359,0,0,0,0,7,0,51,0,0,1,0,1430219804,1580907481
5,2,12,0,0,57.0,1,1070,3479,4,0,2,0,7,6,53,0,1,1,1,1427795856,1581114489
4,0,0,1,0,12.0,11,67,5471,0,0,0,0,7,0,47,0,0,1,1,1427840272,1580420952
4,3,3,1,0,257.0,2,1125,0,0,0,0,0,7,0,66,0,1,1,1,1427798034,1580909602
3,0,0,0,0,988.0,1,9138,0,0,0,0,0,7,0,18,0,1,1,1,1427792689,1581577862
3,0,1,1,0,319.0,1,6443,1157,0,0,0,27,7,4,36,1,0,1,1,1427777998,1581890348
3,0,1,2,1,322.0,13,131,0,0,0,0,0,7,0,16,0,0,1,1,1427816865,1581911374
3,0,0,3,1,11.0,13,435,1788,0,0,0,0,7,0,57,0,0,1,1,1427824380,1580420986
3,0,2,1,0,126.0,3,8515,1216,14,0,1,0,7,5,50,0,1,1,1,1427818144,1580038952
3,0,0,0,0,98.0,1,487052,847,6,0,0,0,7,0,15,0,0,1,1,1427845237,1579856177
3,31,354,0,539,1708.0,20,3091,4509,17,0,24,0,24,3,75,0,0,1,1,1427840847,1581359413
3,0,0,6,5,113.0,4,298,197,0,0,0,0,7,0,52,1,1,1,1,1427805832,1581279395
2,0,0,0,3,367.0,9,1954,33,0,0,0,0,7,0,0,0,0,0,1,1427789624,1581395713
2,3,0,2,1,1083.0,4,1354703,0,0,0,0,0,9,0,52,0,0,0,1,1427805687,1581940218
2,0,0,0,0,1750.0,4,83069,0,0,0,0,0,7,0,60,0,0,1,1,1427811236,1578992823
2,0,0,0,0,123.0,2,3892,1,0,1,0,0,7,0,0,0,0,1,1,1427782036,1581458401
2,1,9,4,33,294.0,9,423,0,82,0,0,0,8,0,46,0,1,1,1,1427811349,1581965442
2,0,0,0,33,4406.0,2,81745,0,0,0,0,0,7,0,54,1,0,1,0,1427802265,1579218091
2,4,0,1,0,1928.0,1,4201,2635,1,0,0,0,7,0,8,0,0,1,1,1427838100,1581947440
2,0,0,1,0,25.0,2,25,328,4,0,0,0,7,0,25,0,1,1,1,1427822427,1581799803
2,0,0,18,55,137.0,22,119,9451,17,0,0,0,7,0,58,0,1,1,0,1427812821,1579172967
2,16,34,13,35,240.0,7,27796,172,0,0,0,0,8,0,42,1,0,1,1,1427796196,1581935163
2,0,0,1,4,730.0,7,509,0,0,0,0,0,7,0,40,1,0,0,1,1427828912,1581001944
1,0,0,0,0,152.0,4,43685,0,0,0,0,0,7,0,74,0,0,1,1,1427816310,1578402394
1,0,0,0,0,234.0,4,38137,0,0,0,0,0,7,0,57,0,0,1,1,1427811722,1578402411
1,0,1,2,4,1150.0,4,15843,0,0,0,0,0,7,0,26,0,0,1,1,1427802651,1581937744
1,0,0,0,102,460.0,26,8636,4686,19,0,0,0,6,0,22,0,1,1,1,1427811754,1578402267
1,3,11,0,45,152.0,2,21403,1631,0,0,0,0,16,0,60,0,1,1,1,1427772048,1580025302
1,0,0,1,0,375.0,4,57623,192,0,0,0,0,7,0,63,0,0,1,1,1427814895,1578402528
1,0,0,0,0,279.0,4,36596,0,0,0,0,0,7,0,76,0,0,1,1,1427813912,1578402634
1,0,0,9,708,4293.0,11,13364,2432,0,0,0,0,8,0,19,0,0,0,0,1427828683,1581440994
1,0,0,0,0,11.0,1,388,3185,0,0,0,0,7,0,213,0,0,0,0,1427834650,1580770762
1,0,0,0,80,1101.0,0,93646,3380,0,0,0,0,10,0,29,1,1,1,1,1427829643,1581424327
1,0,7,15,20,92.0,30,86,0,0,0,0,0,19,3,63,1,0,0,1,1427785004,1580224193
1,0,0,1,0,71.0,2,406,38,0,0,0,0,7,0,28,0,1,1,1,1427794261,1578146216
1,0,0,1,1,60.0,1,65,830,0,0,0,0,7,2,19,0,0,1,1,1427822508,1580324211
1,0,3,0,3,65.0,1,42,964,4,0,1,0,7,0,48,0,1,1,1,1427827606,1581940782
1,0,0,2,0,166.0,2,532,12083,0,0,0,0,7,0,0,0,0,1,1,1427809434,1579243743
1,0,0,1,0,4.0,13,5,327,0,0,0,0,7,0,35,0,1,1,1,1427815869,1579887677
19298,74,3375,1587,247,7264.0,758,107090,10104,153,0,0,1140,22,7,77,0,1,1,1,1427910671,1581969979
8150,695,3158,3185,3139,4570.0,334,26226,17942,80,0,69,0,70,3,66,0,1,1,1,1427905724,1581975975
1,0,5,1,17,57.0,17,4532,898,10,0,0,0,7,1,11,1,0,1,1,1427914745,1581790706
1,0,0,9,32,157.0,6,5947,321,0,0,0,0,7,4,26,0,0,1,1,1427925659,1578591991
4,0,0,2,1,108.0,7,248,3765,1,0,0,0,7,0,0,0,0,1,1,1430180929,1581127654
8140,69,1802,2614,831,1415.0,192,14467,11690,81,1,1,32,33,4,68,1,0,1,1,1427849680,1581976203
2244,83,111,392,91,218.0,48,603,7455,0,0,0,0,8,6,67,0,1,1,1,1427858410,1581958032
1832,96,395,422,1133,3463.0,64,90281,10346,35,2,1,0,27,5,166,1,0,1,1,1427859862,1581937528
1249,46,596,110,172,3168.0,76,56633,3856,9,0,6,143,34,0,22,0,0,1,1,1427885395,1581958558
1092,2,12,375,4,25.0,42,1567,34,0,0,0,0,7,3,25,0,0,1,1,1427909751,1581948376
1075,72,309,79,569,2338.0,33,11291,2522,0,0,2,0,9,0,39,1,0,1,1,1427903829,1581866051
1057,42,253,178,35,448.0,81,7018,2762,19,0,5,142,13,6,57,1,1,1,1,1427910135,1581877496
785,27,49,186,21,178.0,64,1243,3636,16,0,0,0,7,20,21,1,1,1,1,1427853260,1581934432
480,227,951,551,1592,3419.0,77,16478,11920,13,0,0,0,19,0,55,0,0,0,1,1427879322,1581973131
418,2,43,764,35,148.0,49,504,0,0,0,0,0,7,0,117,1,0,0,1,1427878630,1581265963
370,83,665,121,201,2009.0,60,7318,3780,26,0,17,0,39,8,40,1,1,1,1,1427896930,1580695038
138,0,0,36,0,2531.0,14,12146,4410,0,0,0,0,7,0,48,0,0,1,0,1427906962,1581820115
111,13,52,57,243,1333.0,7,3589,663,0,0,0,0,7,0,23,1,0,1,1,1427904085,1581942337
320,8,5,139,10,156.0,27,388,6272,3,0,0,0,7,0,161,0,1,1,1,1427870624,1581740376
235,12,359,58,97,3562.0,35,14060,2398,70,0,0,0,14,7,86,0,0,1,1,1427914556,1581900787
229,40,64,97,68,304.0,53,34732,937,1,0,0,0,13,0,427,1,1,1,1,1427896399,1581601981
211,30,75,60,95,4999.0,17,96541,6509,19,0,0,0,7,0,6,1,1,1,1,1427906791,1581912270
159,9,22,27,265,444.0,10,985,0,11,0,1,0,11,2,68,0,1,1,1,1427925065,1581277427
148,0,8,7,10,110.0,7,73,0,21,0,0,0,7,1,44,1,1,0,1,1427926326,1581852461
100,2,24,16,19,77.0,2,147,3051,8,0,7,1,7,5,64,0,1,0,1,1427923705,1581944438
95,13,99,88,113,1974.0,31,110817,2620,3,1,0,0,8,17,37,0,1,1,1,1427908417,1581619656
